CLM_NBR, CLM_BR_NBR_OLD, CLM_BR_NBR_NEW
386934733,  27953312, 28822893
386934738,  27953325, 28822816
386934741,  27953327, 28822976
386958653,  28007533, 28822995
386934742,  27953330, 28823060
385891878,  26202069, 28823054
386934752,  27953348, 28823058
385816601,  24466598, 28823082
386934761,  27953363, 28823115
387217636,  28397473, 28823129
386934753,  27953350, 28823156
386999066,  28821188, 28823110
386934778,  27953390, 28823200
386934786,  27953410, 27658961
386920149,  27935393, 28823286
386920153,  27935394, 28823372
386920150,  27935392, 28823392
386920158,  27935397, 28823398
386920166,  27935399, 28823467
386920174,  27935401, 28823524
386934785,  27953409, 28823559
386920186,  27935404, 27270246
386920168,  27935400, 28823564
386920154,  27935396, 28823619
386920192,  27935406, 28823665
386920197,  27935409, 28823686
386920177,  27935403, 28823716
386920199,  27935410, 28823723
386983777,  28049362, 28823755
386920195,  27935407, 28823797
386934821,  27953471, 26588829
386920193,  28085556, 27756245
386934836,  27953504, 27641237
386920162,  27935398, 28823902
386934803,  27953454, 24386055
386934727,  27953306, 27717203
386920201,  27935412, 28823967
386934860,  27953526, 25953368
386920224,  27935420, 28824035
386934810,  27953461, 28824034
386920215,  27935418, 28824038
386920203,  27935414, 28824052
386920233,  27935421, 28824096
386934874,  27953545, 26265027
386920218,  27935419, 28824125
386920240,  27935428, 28824194
386934885,  27953557, 28824274
386920244,  27935431, 28824271
386934886,  27953559, 26512421
386920243,  27935430, 28824311
386934891,  27953562, 27149218
387067783,  28155707, 28824367
386920255,  27935436, 27363635
386920260,  27935437, 28824380
386920253,  27935435, 28824394
386920262,  27935438, 28824395
387067783,  28824367, 28824448
386920251,  27935433, 28824452
386920270,  27935444, 28824491
386920271,  27935446, 27666112
386920263,  27935439, 28824489
386920235,  27935423, 28824486
386920268,  27935442, 28824539
386920239,  27935427, 28824289
386920267,  27935440, 28824580
386920272,  27935447, 28824611
386920286,  27935451, 28824663
385872710,  26139895, 28824647
386920287,  27935452, 28824693
387530657,          , 28824686
386920289,  27935454, 28824713
386934910,  27953587, 26661950
386093071,  26802622, 28824833
386934902,  27953579, 28824857
386920277,  27935449, 28824867
386093074,  26802633, 28824927
386920294,  27935457, 28824918
386920291,  27935456, 24549212
386934918,  27953604, 27002985
386920300,  27935458, 28824981
386934948,  27953658, 26312874
386093081,  26802649, 28825089
385872734,  25677340, 28825068
387119326,  28498397, 28825093
386934946,  27953656, 28825125
386920309,  27935459, 28825114
386922960,  27935703, 28825143
387348665,  28598971, 28825170
386920323,  27935460, 28825187
386920325,  27935461, 28825194
386920331,  27389772, 27389771
386934977,  27953706, 27302301
386920328,  27935462, 28825278
386934978,  27953708, 27638165
386934974,  27953697, 26918062
386920336,  27935466, 28825333
386934979,  27953709, 27651096
386920338,  27935467, 27707226
386934986,  27953722, 28825441
386920351,  27935473, 28825522
386093083,  26802650, 28825516
386920348,  27935470, 28825528
386934994,  27953731, 28825574
385872780,  26136309, 28825538
386920347,  27935471, 28825573
385872739,  26074429, 28825583
386958943,  28008040, 28825629
386920357,  27935474, 28825667
386920363,  27935477, 28825719
386920370,  27935481, 28825736
386934989,  27953724, 27651534
386920380,  27935485, 27333168
386934981,  27953715, 27301917
386920365,  27935478, 28825836
386920382,  27935486, 28825847
387339000,  28579129, 28825818
386920377,  27935484, 26816553
386920383,  27935488, 28825911
386920397,  27935496, 28825951
386920398,  27935495, 28825945
387218534,  28399118, 28825936
386920387,  27935491, 28825949
386920388,  27935492, 28825971
386920376,  27935483, 28825996
386829616,  28660210, 28825146
386920407,  27935501, 28826197
385842917,  26403579, 28826193
386920411,  27935502, 28826255
386920403,  27935498, 28826258
386920413,  27935503, 28826285
386920429,  27935510, 28826306
386920415,  27935504, 28826337
386920410,  27935499, 27501116
386920430,  27935508, 28826402
386920431,  27935511, 28826395
386920421,  27935506, 28826401
387339008,  28579146, 28826403
386968380,  28025423, 28826434
386920432,  27935512, 28826454
387118483,  28264272, 28826607
386920439,  27935513, 27501247
387339020,  28579164, 28826860
387339023,  28579182, 28826819
387118505,  28264315, 28827043
387118523,  28264353, 28827084
386765677,  28526952, 28827131
386093102,  26802677, 28827174
387118516,  28264336, 28827235
386802522,  25058903, 28827275
386093106,  26802682, 25318397
387118525,  28264357, 28827369
387118533,  28264376, 28827411
387118532,  28264374, 28827544
387118548,  28264400, 28827533
387118562,  28264417, 28827581
385891995,  26203099, 28827751
387339032,  28579199, 28827813
386978018,  28045287, 27226372
386978004,  28045260, 28827870
387452666,  28749094, 28827834
386093110,  26802692, 28827869
386978025,  28045303, 27627446
387339037,  28579208, 28827843
387118507,  28264316, 28827953
387531636,          , 27200322
386978013,  28045281, 28827960
386978035,  28045315, 27503548
386978037,  28045320, 27585366
386978005,  28045262, 28827996
386093112,  26802696, 28828033
386978084,  28045407, 27619996
386093120,  26802711, 28828126
387349006,  28599539, 28828158
387531691,  28828016, 28828152
387531692,  28827559, 28828124
386978090,  28045414, 27626760
387118561,  28264415, 28828203
387452670,  28749106, 28828320
387339043,  28579220, 28828276
387435662,  28710090, 28828370
386978034,  27670362, 28828430
387128036,  28282178, 28828423
386093125,  26802740, 28828535
387128037,  28282182, 28828503
387452680,  28749122, 28828562
387130148,  28661460, 28828559
387531691,  28828152, 28828529
386111493,  27200348, 28828591
386093116,  26802706, 28828642
387452677,  28749119, 28828645
386093127,  26802744, 28828711
387452686,  28749130, 28828826
387349651,  28600610, 28828836
387128041,  25531705, 28828876
387128050,  28282200, 28828944
387452682,  28749126, 28828756
387128067,  25006315, 28829144
386978094,  28045416, 28829251
385850388,  28784584, 28829278
386093129,  26802754, 28829351
387128068,  28282238, 28829267
387339047,  28579240, 28829422
386093138,  26802764, 28829488
386978094,  28829251, 27543183
387452692,  28749136, 28829967
387339054,  28579251, 28830049
387128071,  28282241, 28830113
387339058,  28579261, 28830152
386093140,  26802770, 28830238
386718240,  27618614, 28830283
387532630,  27241669, 28830373
387532631,  25306984, 28830375
387532632,  26834276, 28830376
387532633,  27180343, 28830381
387532634,  27250277, 28830382
387532635,  25637773, 28830385
387532636,  27137761, 28830388
387532637,  26610631, 28830391
387532638,  27072851, 28830393
387532639,  26866782, 28830395
387532640,  27067728, 28830397
387532641,  25683309, 28830398
387532642,  26463975, 28830399
387532644,  26985562, 28830403
387532645,  27070531, 28830405
387532646,  27173471, 28830407
387532648,  28038268, 28830410
387532649,  26836955, 28830412
387532650,  24585252, 28830416
387532651,  28087407, 28830417
387532652,  26019552, 28830421
387532653,  27134153, 28830420
387532654,  28248966, 28830422
387532655,  28087064, 28830423
387532656,  27242201, 28830425
387532657,  28817507, 28830426
387532658,  26247042, 28830428
387532659,  27747221, 28830429
387532660,  28818185, 28830431
387532661,  28372391, 28830432
387532664,  26784673, 28830433
387532665,  28579237, 28830434
387532666,  28236129, 28830435
387532667,  27719876, 28830437
387532668,  27564178, 28830439
387532669,  28813026, 28830442
387532670,  27877605, 28830444
387532671,  28689087, 28830445
387532672,  27530220, 28830448
387532673,  27570750, 28830450
387532674,  28017527, 28830451
387532675,  27868741, 28830452
387532677,  26669494, 28830453
387532678,  27105109, 28830455
387532679,  27721731, 28830459
387532680,  27464413, 28830460
387532681,  28210557, 28830466
387532682,  28198920, 28830467
387532684,  28500245, 28830470
387532685,  28167634, 28830476
387532686,  26083338, 28830475
387532687,  27678414, 28830477
387532688,  27971339, 28830478
387532689,  28305940, 28830479
387532690,  28271453, 28830483
387532692,  27797918, 28830490
387532694,  27526172, 28830493
387532695,  27705483, 28830495
387532697,  28181008, 28830496
387532698,  26906638, 28830497
387532699,  27140854, 28830498
387532701,  27644338, 28830501
387532702,  27229963, 28830502
387532703,  27886728, 28830505
387532705,  27777751, 28830507
387532706,  25665895, 28830506
387532707,  28205818, 28830510
387532709,  27739424, 28830513
386999068,  28632301, 28829977
387127357,  28706786, 28830880
386978104,  28085558, 27818028
386978123,  28045474, 28830991
386978117,  28045461, 28831013
386093141,  26802778, 28831178
386978145,  28045511, 27651089
386978140,  28045499, 27340407
386978100,  28045433, 27654854
386978149,  28045522, 28831411
387329018,  28558022, 28831161
387128072,  28282245, 28831527
387335538,  28572681, 28831524
386978152,  28045530, 28831525
386978173,  27652203, 28831861
386093144,  26802781, 28831884
386978182,  28045580, 28831920
387533630,  27558581, 28832105
387533632,  27507950, 28832108
387533633,  27721128, 28832111
387533634,  26716190, 28832113
387533635,  27006036, 28832112
387533636,  27381364, 28832116
387533637,  26994552, 28832120
387533638,  27242352, 28832123
387533639,  26996105, 28832124
387533640,  27165813, 28832125
387533641,  28657476, 28832128
387533642,  28667526, 28832131
387533643,  27647545, 28832133
387533644,  28700178, 28832007
387533646,  27574001, 28832136
387533645,  26994676, 28832135
387533647,  27234515, 28832137
387533648,  27259284, 28832146
387533651,  27011958, 28832145
387533653,  27406399, 28832148
387533654,  27300414, 28832149
387533655,  27326245, 28832150
387533657,  27363929, 28832152
387533658,  27347578, 28832155
387533662,  27358091, 28832170
387533663,  27202803, 28832169
387533664,  27689276, 28832176
387533665,  27299498, 28832177
387533666,  25915663, 28832178
387533669,  28653417, 28832158
387533671,  27463947, 28832182
387533673,  24279698, 28832183
387533674,  27314659, 28832184
387533675,  27487452, 28832186
387533676,  27581684, 28832187
387533677,  26136486, 28832191
387533679,  26699153, 28832192
387533680,  27237475, 28832193
387533683,  27465293, 28832196
387533685,  27234045, 28832197
387533686,  27368756, 28832200
387533687,  27333255, 28832203
387533689,  27133748, 28832206
387533690,  27498816, 28832207
387533692,  27403952, 28832210
387533691,  26973156, 28832209
387533694,  27295959, 28832213
387533695,  27622042, 28832214
387533696,  27643093, 28832215
387533697,  27414506, 28832216
387533698,  27499011, 28832223
387533699,  27613969, 28832224
387533701,  27573071, 28832228
387533704,  27280081, 28832232
387533705,  27614850, 28832235
387533706,  27207711, 28832234
386978224,  28045649, 27702461
387533707,  26924436, 28832233
387533709,  25421650, 28832237
387329025,  28558031, 28831609
386993850,  27741913, 28832554
386929291,  27896036, 28832706
387127357,  28830880, 28832803
386978249,  28045699, 28832830
386978263,  28045711, 28832839
386093142,  26802779, 28832865
386978265,  28045714, 28832941
386978266,  28045715, 27739521
387452693,  28749138, 28833020
386978268,  28045721, 27638034
386978276,  28045732, 27749114
386093147,  26802791, 28833175
386933946,  27951767, 28833268
386981928,  27802173, 27801931
387329036,  28558055, 28833357
386978321,  28045800, 28833654
387534631,  27768850, 28833843
387534632,  28177600, 28833844
387534635,  27338374, 28833848
387534636,  25673359, 28833849
387534637,  26560852, 28833850
387534638,  27861830, 28833855
387534639,  27569833, 28833856
387534662,  26414366, 28833904
387534693,  27328491, 28833961
387534643,  26947213, 28833861
387534644,  28222149, 28833860
387534646,  26934148, 28833865
387534647,  26888659, 28833866
387534649,  27023767, 28833868
387534650,  25770158, 28833870
387534651,  26749946, 28833874
387534653,  25970717, 28833881
387534654,  26930068, 28833879
387534655,  26856557, 28833883
387534656,  26559456, 28833886
387534657,  27424843, 28833887
387534658,  27366071, 28833891
387534659,  26535811, 28833892
387534660,  27950481, 28833893
387534661,  27077562, 28833894
387534663,  27091089, 28833905
387534664,  28404448, 28833908
387534665,  28525984, 28833910
387534666,  26930184, 28833912
387534667,  28819848, 28833915
387534668,  27854269, 28833917
387534669,  27631714, 28833919
387534670,  27636673, 28833923
387534671,  26776313, 28833924
387534672,  27216646, 28833925
387534674,  28461774, 28833927
387534675,  24696280, 28833928
387534678,  27531970, 28833931
387534679,  27414674, 28833933
387534680,  27503599, 28833935
387534681,  28696665, 28833937
387534682,  28202318, 28833938
387534683,  26753019, 28833939
387534684,  27036213, 28833941
387534686,  27841061, 28833948
387534687,  27490175, 28833949
387534690,  28091402, 28833953
387534691,  28513721, 28833956
387534692,  27658672, 28833954
387534700,  26071219, 28833970
387534701,  27483922, 28833969
386978340,  28045842, 27626525
386978323,  28045806, 28833980
386978339,  28045841, 27683103
387013527,  25997755, 28834157
386978347,  28045850, 27746763
386978345,  28045847, 28834221
386978350,  28045857, 27695498
386978352,  27687930, 28834333
386978362,  28045884, 28834465
387329069,  28558136, 28834693
387178492,  27158346, 28834831
386978379,  28045921, 27482042
386978392,  28045943, 27687133
386978388,  28045939, 28835187
386978391,  28045942, 28835333
387535652,  28834433, 28835351
386978354,  28045862, 27443176
386978401,  28045952, 27687133
386978402,  28045953, 27485108
386093137,  26802763, 28835570
386978424,  28045980, 27725734
386978403,  28045956, 28835657
386978420,  28085541, 28835660
386978385,  28045931, 28835666
386978446,  28046016, 27639693
386978484,  28046091, 27736131
386978495,  28046112, 28835776
386978465,  28046060, 27744946
387067974,  28155845, 28835728
387079329,  28168744, 28835830
387070063,  28159940, 28835839
387178496,  27597033, 28835856
386978455,  28046036, 27639704
386942528,  27779511, 28835965
386978419,  28045970, 28835989
387079363,  28168773, 28835988
387079364,  28168774, 28836010
386978509,  28046127, 27036239
387079366,  28168776, 28836025
386978522,  28046154, 27735350
386978527,  28046159, 27322583
386978529,  28046169, 27716383
386978525,  28046156, 26948042
386978533,  28046177, 27084256
386978476,  28046077, 28836179
386978532,  28046171, 27653789
386978514,  28046134, 28836352
386999101,  28670227, 28836404
386978543,  28046193, 28836427
386978563,  28046219, 28836453
386978575,  28046241, 27677490
387178512,  28699317, 28836473
386978576,  28046243, 27742602
386978555,  28046207, 28836537
386978568,  28046230, 28836556
387079372,  28168780, 28836550
387079370,  28168779, 28836650
386954605,  26092934, 28836824
386954625,  27997542, 27556897
386977827,  27985500, 28836969
386954633,  27997554, 28837008
386978536,  28046181, 28837028
386978628,  28046314, 27715998
387069103,  28157787, 28837109
387469636,  28777708, 28837131
387068716,  28156651, 28837184
386978613,  28046293, 28837203
386978633,  28046319, 27651013
387176381,  26941895, 28837201
386978614,  28046297, 26901589
386978643,  28046330, 28837336
386978639,  28046326, 28837347
387069106,  28157788, 28837372
386978638,  28046324, 28837398
387469631,  28777704, 28837410
386093180,  26802843, 28837414
387068712,  28156647, 28837426
387068717,  28156652, 28837447
386978648,  28046339, 27687386
387337695,  28576688, 28837352
386978658,  28046350, 28837537
387079379,  28168785, 28837458
386978653,  28046341, 28837578
386978659,  28046352, 28837724
386978675,  28046373, 28837745
386978679,  28046391, 28837771
387068733,  22508594, 28837797
387068721,  28156656, 28837839
386940099,  27965708, 27667164
387069263,  28158330, 28838014
386978660,  28046356, 28838061
387337635,  28576586, 28838085
386964086,  28004544, 28838115
386991656,  27443765, 28838187
387068726,  28156660, 28838240
387069270,  28158339, 28838287
387469639,  28777709, 28838340
387068732,  28156663, 28838355
387069272,  28158341, 28838379
387069269,  28158338, 28838413
387068729,  28156661, 28838475
387068731,  28156662, 28838531
387128691,  28283429, 28838533
386940104,  27965722, 27636606
386991691,  27443652, 28838615
386978713,  28046451, 27634676
386978706,  28046445, 27662794
387069264,  28158331, 28838687
387069273,  28158342, 28838744
385828720,  26372992, 28838828
387069281,  28158350, 28838931
386940116,  27965751, 28838956
386978722,  28046467, 28839011
387068718,  28156653, 28839077
387068892,  28157160, 28839079
386978719,  28046460, 28839062
387068900,  28157168, 28839156
386978726,  28046476, 27660064
386940129,  27965776, 26730187
387069286,  28158352, 28839160
387469646,  28777724, 28839202
387068901,  23796250, 28839216
386978738,  28046496, 27561380
387068894,  28157162, 28839264
386940098,  27965706, 25167783
386978737,  28046494, 27426033
387068895,  28157163, 28839436
386940142,  27965800, 28839505
387068906,  28157173, 28839546
386940145,  27965811, 28839610
387069481,  28158830, 28839579
386940150,  27965816, 26190312
387068907,  28157174, 28839636
387069496,  28158837, 28839715
386978741,  28046503, 27751617
387069487,  27975456, 28839812
386940151,  27965817, 26618291
386940157,  27965823, 26622905
386940161,  27965826, 28840038
386940170,  27965837, 28840049
387068910,  28157178, 28840071
387069514,  28158848, 28840145
387218270,  28398604, 28840161
387069507,  28158844, 28840194
387069511,  28158847, 28840158
387069491,  28158834, 28840222
387069529,  28158860, 28840485
387069533,  28158864, 28840507
387068013,  28764657, 28838905
387068905,  28157171, 28840599
387068218,  28156027, 28840727
386940130,  27965777, 28840725
387069518,  28158852, 28840721
387069522,  28158856, 28840760
387069503,  28158842, 28840762
387217690,  28397563, 28840859
387057996,  27172879, 26007555
387068909,  28157177, 28840920
387069519,  28158853, 28840953
387069531,  28158861, 28841015
387069495,  28158836, 28841134
387128715,  28283469, 28841171
387069532,  28158863, 28841165
387068366,  28156158, 28841228
387068233,  28156040, 28841262
387068364,  28156157, 28841248
386940173,  27965842, 27620493
387068369,  28156160, 28841254
387068363,  28156155, 28841449
387069723,  28159320, 28841463
387068909,  28840920, 28841506
387068227,  28156036, 28841403
387469653,  28777742, 28841611
387068362,  28156154, 28841613
387068232,  28156039, 28841616
387469654,  28777746, 28841686
386098080,  26810261, 28841736
387069725,  25305226, 28841779
387069732,  28159328, 28841827
387055771,  28146452, 28841932
387055787,  28146469, 28842064
387069745,  28159336, 28842128
387069729,  28159326, 28842143
387068498,  28156333, 28842191
387071284,  28160092, 28842210
387069746,  28159337, 28842234
387068495,  28156332, 28842273
387068494,  28156331, 28842464
387055702,  28146408, 28842553
387071297,  28160102, 28842609
387069717,  28159315, 28842600
387068495,  28842273, 28842643
387071289,  28160096, 28842668
387071285,  28160093, 28842770
387068234,  28156041, 28842809
387069874,  28159712, 28842839
387069876,  28159714, 28842959
387071287,  28160353, 28843109
387068502,  28156335, 28843121
387068911,  28157179, 28843260
387068500,  28156334, 28843225
387071294,  28160099, 28843293
387069898,  28159735, 28843350
387069899,  28159736, 28843369
387079277,  28168695, 28843470
387069893,  28159730, 28843204
387068903,  28157169, 28843486
387069871,  28159711, 28843618
385834611,  26386391, 28843617
387079278,  28168696, 28843723
387055861,  28146526, 28843787
387079289,  28168706, 28843791
387069899,  28843369, 28844032
387079377,  28321235, 28844065
387079395,  28168796, 28844140
387079404,  28168805, 28844259
387079397,  28168797, 28844380
387079297,  28168714, 28844415
387079389,  28168794, 28844486
387079388,  28168792, 28844496
387070049,  28159931, 28844563
387079375,  28168783, 28844592
387079407,  28168808, 28844609
387079408,  28168809, 28844821
387079422,  28168822, 28845068
387079405,  28807453, 28844966
387079387,  28168791, 28845218
387055888,  28146543, 28845227
387079418,  28168818, 28845326
387079419,  28168819, 28845236
387079440,  28168840, 28845425
387079428,  28168826, 28845438
387079436,  28168836, 28845510
387079399,  28168799, 28845643
387079434,  28168834, 28845859
387079429,  28168829, 28845919
387031980,  28093116, 27612524
387079472,  28168866, 28846177
387031979,  28093113, 28846192
387079415,  28168815, 28845704
385872967,  26190682, 28846278
387031986,  28093121, 27331474
387031981,  28093115, 24520945
387041332,  28113290, 28112156
385872991,  26118111, 28846579
387079473,  28168867, 28846674
387079475,  28168869, 28846770
385828803,  25876346, 28846837
387079435,  28168835, 28845509
387079446,  28168846, 28846852
387079486,  28168876, 28846921
387079497,  28168892, 28847100
387079474,  28168868, 28847110
387079494,  28168888, 28847121
387079487,  28168877, 28847184
385894329,  26493977, 28847404
387065515,  28154855, 28847416
387079522,  28168912, 28847591
387028636,  28086910, 28847642
387079503,  28168900, 28847629
387079511,  28168905, 28847614
387079525,  28168913, 27682550
387079520,  28168911, 28847656
387079477,  28168870, 28847822
387079528,  28168915, 28847824
386098102,  26810285, 24107950
387079480,  28168873, 28847999
387079498,  28168894, 28848115
387028891,  27005386, 28848214
387079538,  26727634, 28848267
387079530,  28168917, 28848329
387079543,  28168927, 28848396
387079507,  28168903, 28848437
386098131,  26810323, 28848079
387079506,  28168902, 28848604
387079516,  28168907, 28848106
386098137,  26810332, 28848630
387079541,  28168924, 28848739
387079502,  28168898, 28847219
387079401,  28168801, 28848696
387079554,  25857873, 28848862
387079544,  28168926, 28848953
387051294,  27708110, 28848995
387079553,  28168935, 28849029
387079571,  28168947, 28848945
387079563,  28321236, 28849368
387079502,  28847219, 28849382
387079584,  28168956, 28849426
387079566,  28168945, 28849452
387079558,  28168939, 28849444
387079564,  28168941, 28849543
387079569,  28168946, 28849564
387431029,  28697340, 28849721
387218351,  24712981, 28849872
387079550,  28162213, 28849894
387079563,  28849368, 28849713
387079540,  22754309, 28850169
387079602,  25089974, 28850571
387079588,  28168958, 28855880
387079610,  28168971, 28857540
387079618,  28168979, 28863488
387079607,  24803097, 28863876
387079621,  28168981, 28863974
387079597,  28168962, 28863948
385872960,  26093655, 28864108
386793466,  27754126, 28864163
387079625,  28168985, 28864204
386955678,  27999631, 28864429
387079616,  28168976, 28864514
387079643,  28169000, 28864614
387079606,  28168969, 28864637
387063455,  28154773, 28864658
387079639,  28168997, 28864701
387079606,  28864637, 28864746
387079638,  28168995, 28864588
387079449,  28168850, 28864833
387051574,  28137019, 24447340
387079646,  28169003, 28864887
387080041,  28169309, 28864919
386098142,  26810341, 28865039
387079624,  28168983, 28865398
387079645,  28169002, 28865510
387079667,  28169018, 28865578
387079679,  28169025, 28865676
387088068,  28193800, 27139711
387079686,  28104013, 28865769
387079668,  28169019, 28865886
387079669,  27269545, 28865480
387079677,  28169023, 28865973
387079690,  28169033, 28866005
387088108,  28193883, 28866110
387079698,  28169040, 28866160
387079650,  28169005, 28866150
387079691,  28169036, 28866301
386092089,  26801034, 28866324
387048003,  27216077, 28866231
387079665,  25434512, 28866365
387088109,  28193884, 28866397
387079685,  28169030, 28866387
387079703,  28321237, 28866480
386092093,  26801043, 28866461
387079707,  28169047, 28866601
386092093,  28866461, 28866747
387079709,  27120139, 28866665
387079697,  28169039, 28866854
387088135,  28193944, 28866874
387079696,  28169038, 28866928
387539634,          , 28866943
387088153,  28193976, 28867171
387051712,  28137735, 28867050
387079729,  28169060, 28867204
387051715,  28137740, 27836028
387079728,  28169059, 28867401
387079605,  28168968, 28867461
387079717,  28169052, 28867464
387088174,  28194001, 28867536
387079747,  28169076, 28867610
387051717,  27836028, 28867623
387079763,  28169087, 28867761
387051719,  28137746, 27817101
387051721,  28137749, 27842176
387079736,  28169066, 28867859
387079743,  28169072, 28867843
387088175,  28194002, 28867936
387079779,  28169099, 28868257
387431029,  28849721, 28868288
387079774,  28169096, 28868338
387079766,  28169088, 28868475
387539635,          , 28868418
387539636,          , 28868294
387079777,  28169097, 28868471
387079780,  28169100, 28868472
387539637,          , 28868453
387079767,  28169089, 28868487
387067730,  25871777, 28868544
387539638,          , 28611652
387079762,  28169086, 28868764
387079777,  28868471, 28868809
387051732,  28137763, 27922493
387051736,  28137767, 27994664
387079775,  28169095, 28868994
387079766,  28868475, 28868862
387051743,  28160325, 28869307
387051748,  28137780, 27839084
387079727,  28169058, 28869444
387539639,          , 28869543
385828968,  26373435, 28869911
387067541,  28155522, 28870108
387088199,  28194041, 28870234
387539640,          , 28612969
387539641,  26533735, 28870374
387088209,  28194066, 28870451
387088223,  28194087, 28870677
387539642,          , 28870655
386092084,  26801030, 28870790
387051753,  28137783, 27901418
387080004,  28169270, 28871058
387080008,  28169274, 28870982
387080006,  28169272, 28871126
387539643,  28870904, 28871157
387080005,  28169271, 28871176
387088231,  28194105, 28258594
387539643,  28871157, 28871426
387539644,          , 28292719
387088235,  28194107, 28871562
387080047,  28169318, 28871482
387080053,  28169325, 28871761
387088237,  28194112, 28871813
387080055,  28321242, 28871917
387080011,  28321240, 28871929
385850050,  25536319, 28871913
387539645,          , 28871958
387539646,  82090966, 28872079
387080061,  28169335, 28872356
386092102,  26801065, 28872367
386092101,  26801063, 28872414
386092101,  28872414, 28872515
387080063,  28169338, 28872647
387080065,  28169342, 28872788
387349691,  28600685, 28872303
387539647,          , 28872860
387080078,  28169352, 28873129
386092108,  26801071, 28873491
387080082,  28169355, 28873702
387080089,  28169363, 28873762
387080073,  28169348, 28873682
387539648,          , 28617251
386092123,  26801085, 28873877
386092122,  26801084, 28873865
386092125,  26801091, 28873891
387080086,  28169359, 28873649
386092118,  26801075, 28874003
386092128,  26801095, 28874183
386099755,  25666755, 28874177
385803863,  27402614, 28874285
387539649,          , 28874126
387080090,  28321243, 28874416
386092126,  26801092, 28874431
385803891,  27402800, 28874556
385803895,  27402840, 28874608
387080088,  28169361, 28874665
385765129,  27403179, 28874758
385803900,  27403306, 28874979
385765175,  27403311, 28875025
385766487,  27403254, 28875168
385765198,  25996442, 28875298
385765184,  25944095, 28875339
385803926,  27403458, 28875622
385803927,  27403530, 28875866
385765196,  25953905, 28875907
387051758,  28137788, 26342029
387088239,  28194115, 28876176
385803963,  25021449, 28876564
385803953,  26355015, 28876638
385766561,  24453289, 28876698
385803957,  27403686, 28876768
387033575,  27079772, 28877081
387033575,  28877081, 28877172
385766519,  26317022, 28877551
385766568,  27404666, 28877937
387088242,  28194121, 28878078
385766550,  27404489, 28877829
385766530,  26317034, 28878155
387088246,  28194133, 28878402
387218250,  28398554, 28878572
385766572,  27404688, 28879389
387088250,  28194138, 28879569
385765327,  27405937, 28879737
387080059,  28169333, 28880057
387349014,  28599550, 28880459
387088251,  28194139, 28880672
387217520,  28397248, 28880967
387124374,  28275582, 28881219
387217549,  28397301, 28881377
387116758,  28261319, 28881444
387124379,  28275587, 28881551
387088270,  28194172, 28881721
387116775,  26725243, 28882071
387240638,  28442767, 28882504
387088285,  28194210, 28882681
387124363,  28275558, 28882709
387068025,  28155878, 28882707
387117205,  28262021, 28883052
387088339,  28194331, 25610230
387117218,  28262038, 28883408
387088358,  28194367, 28883423
385931325,  25083585, 28883456
387117215,  24626869, 28883471
387117229,  28262056, 28883579
387117272,  28262125, 28884066
387117256,  28262101, 28884237
387117276,  28262135, 28884434
387067621,  28155582, 28884432
387080051,  27531724, 28884956
387240633,  28442754, 28885589
387124471,  28275745, 28885980
387124496,  28275783, 28886022
387089530,  28196952, 28886321
387185475,  28327104, 28887315
387089117,  28195960, 28887380
387185478,  28327106, 28887378
387185489,  28327110, 28887475
385786318,  27417265, 28887682
385786332,  26031774, 28887890
385786335,  27417637, 28888110
386920363,  28825719, 28888290
387116744,  28261306, 28884972
387116744,  28884972, 28888736
385786333,  27418069, 28889028
385786439,  27450675, 28889195
387069289,  28158355, 28889550
387124533,  28275841, 28889727
387217653,  28397503, 28889810
387124529,  28275838, 28889664
387217653,  28889810, 28890053
387124552,  28275877, 28890128
385786439,  28889195, 28890249
387124574,  28275920, 28890717
387124563,  28275900, 28890776
386920380,  27333168, 28890478
387124580,  28275927, 28890998
387124591,  28275950, 28891034
387124581,  26782915, 28891012
387185507,  28327124, 28891320
387185503,  28327121, 28891358
387185509,  28327128, 28891367
387124590,  28275949, 28891345
387185513,  28327130, 28891373
387124599,  28275965, 28891420
387540693,  06242020, 28891672
387540697,  06242020, 28891680
387540704,  06242020, 28891696
387185534,  28327139, 28891367
387185545,  28327143, 28891820
387185554,  28327145, 28891911
387185510,  28327129, 28891947
387185500,  28327118, 28892013
387185558,  28327147, 28892318
387185562,  28327150, 28892308
387185587,  28327160, 28892629
386920407,  28826197, 28891243
387088062,  28193787, 28893100
387186010,  28327386, 28893186
387185578,  28327158, 28893061
387185589,  28327161, 28892829
387218313,  28398685, 28893601
387186030,  28327396, 28893593
387067507,  28155495, 28893751
387185599,  24727570, 28893758
387186052,  28327407, 28894231
387124600,  28275966, 28894477
387186017,  25227753, 28894494
387186045,  28327404, 28894697
386653912,  28355437, 28894618
387124607,  28275983, 28894949
385786362,  27417774, 28895075
387124624,  28276009, 28895433
385723194,  27426655, 26076754
387481673,  28799984, 28895441
385785496,  27425774, 28895540
385785500,  27427209, 28895789
387124624,  28895433, 28895886
387109005,  28242628, 28895924
387109023,  25326414, 28896305
385785536,  27427627, 28896323
387109001,  28242625, 28896198
387350038,  28601180, 28896431
387109027,  28242701, 28896469
387225238,  28412411, 25704306
385785536,  28896323, 28896663
387186058,  28327408, 28896655
387051765,  28137793, 27901179
387109021,  28242678, 28896944
387051766,  28137794, 27595940
387124634,  28129380, 28896290
387051777,  28137799, 28897315
387109037,  28242717, 28897319
387051797,  28137811, 27744313
